"Description","Rooms","m_sq","Series","Price","Floor_nr","Max_floors","Hood","Street_a","Street"
"Ipasniece pardod dzivokli ar visam ertibam, atrodas pasa purviem","2",49,"602.",50000,4,9,"Purvciems","Dzelzavas 25","Dzelzavas"
"2 in 1. Dzivoklis + investiciju proekts. 

Ipasnieks/õîçÿèí. Var","4",194,"P. kara",153000,5,5,"Centrs","Avotu 7","Avotu"
"Pardodu gaisu divu istabu dzivokli ar mebelem. Dzivokli veikts k","2",45,"LT proj.",56000,5,5,"Tornakalns","Vainodes 22","Vainodes"
"Ïðîäàì áëàãîóñòðîåííóþ 4-õ êîìíàòíóþ êâàðòèðó, ïîñëå êàïèòàëüíîã","4",76,"Specpr.",79000,4,5,"Vecmilgravis","Vecmilgravja 6","Vecmilgravja"
"Ipasniece pardod dzivokla ipasumu ar zemes dom. dalu. Dzivoklis","2",45,"Renov.",59000,3,5,"Sarkandaugava","Allazu 4","Allazu"
"Dzivoklis ar savu terases zonu un atsevisku ieeju. Sobrid dzivok","2",46,"Renov.",96000,1,6,"Centrs","Caka 105","Caka"
"Ipasnieks pardod svaigi izremontetu divistabu dzivokli:

Plasa v","2",48,"Hrusc.",55000,1,5,"Kengarags","Maskavas 256","Maskavas"
"Pardosana cetras istabu dzivoklis, kopeja platiba 78.2kv. m, ar","4",78,"602.",93000,2,9,"Mezciems","Eizensteina 65","Eizensteina"
"Pie Ziedondarza vesturiska eka pardodas plass, silts un saulains","5",122,"Renov.",170000,3,3,"Centrs","Caka 93","Caka"
"2-óõ êîìíàòíàÿ êâàðòèðà â 5-òè ìèíóòàõ îò Ìåæàïàðêà (âõîä ñî ñòî","2",50,"467.",58500,1,9,"Mangali","Viestura pr. 14","Viestura"
"Ïðîäàåòñÿ ñâåòëàÿ 3-õ êîìíàòíàÿ êâàðòèðà â öåíòðå. 

Êîìíàòû ñìå","3",57,"P. kara",90000,3,5,"Centrs","Dzirnavu 110À","Dzirnavu"
"Ïðîäàþ äâóõêîìíàòíóþ êâàðòèðó ñ ðåìîíòîì, çåìëÿ è êâàðòèðà â ñîá","2",43,"M. gim.",43000,7,9,"Plavnieki","Zemes 5","Zemes"
"Pardodu 2 istabas dzivokli Mezciema. 

Viena istaba izoleta, vie","2",51,"Jaun.",64500,1,5,"Mezciems","Kaivas 50","Kaivas"
"Ïðîäà¸òñÿ êâàðòèðà â 15 ìèíóòàõ õîäüáû îò öåíòðà. Êâàðòèðà íàõîä","1",28,"Hrusc.",36000,3,5,"Centrs","Maskavas 65","Maskavas"
"Pardod dzivokli.","4",78,"602.",84000,5,9,"Vecmilgravis","Kavu 12","Kavu"
"Pardodu atbrivotu, savu 3-ist. dzivokli (kur lielaja caurstaigaj","3",78,"119.",60999,1,9,"Ziepniekkalns","Ozolciema 18","Ozolciema"
"Dzives telpa ar piederibas sajutu un draudzigu apkartni. Lielisk","2",37,"Jaun.",85500,2,3,"Agenskalns","Valentina 16","Valentina"
"Ïîñðåäíèêîâ ïðîñüáà íå áåñïîêîèòü, íà å ïî÷òó íå îòâå÷àþ. 

Êâàð","3",86,"Renov.",98000,2,3,"Mezaparks","Viestura pr. 13","Viestura"
"Sedevrs gaumes, kvalitates un ertibu bauditajiem, pasaule godalg","4",134,"Jaun.",533807,7,7,"Centrs","Strelnieku 8","Strelnieku"
"Sedevrs gaumes, kvalitates un ertibu bauditajiem, pasaule godalg","3",100,"Jaun.",287215,4,7,"Centrs","Strelnieku 8","Strelnieku"
"Izcila kvalitate, mebeles, ekskluziva dizaina dzivokllis jauna p","2",104,"Jaun.",350000,6,7,"Centrs","Stabu 18B","Stabu"
"Pardod eksklusivu dzivokli/dala no nama Agenskalna klusa iela, b","4",162,"Priv. m.",255000,3,4,"Agenskalns","Baldones 12A","Baldones"
"Mebelets,  Ar balkonu, kvalitativs jauns dzivoklis kapitali reno","3",88,"Renov.",275000,4,5,"Centrs","Lacplesa 7","Lacplesa"
"Balkons, augstie griesti, kvalitativs dzivoklis aktivaja Centra:","3",126,"P. kara",290000,5,6,"Centrs","Baznicas 13","Baznicas"
"Arhitektonisko sedevru un dzives kvalitates bauditajiem . Augsta","4",197,"Jaun.",802880,6,7,"Centrs","Lacplesa 11","Lacplesa"
"Arhitektonisko sedevru un dzives kvalitates bauditajiem . Augsta","3",102,"Jaun.",364140,2,7,"Centrs","Lacplesa 11","Lacplesa"
"Pardodu 2 istabu dzivokli specprojekta kiegelu eka (1996. gads)","2",108,"Specpr.",108000,9,9,"Jugla","Juglas 2E","Juglas"
"Cena autostavvieta, 5 istabas ar pilnu apdari kapitali renoveta","5",129,"Renov.",320168,6,6,"Centrs","Valdemara 37","Valdemara"
"Òèõèé öåíòð, îòëè÷íîå ñîîáùåíèå. Êâàðòèðà íàõîäèòñÿ â ðàéîíå Áåë","2",69,"P. kara",72000,5,5,"Stacija-Tirgus","Elijas 20","Elijas"
"Æèëàÿ ïëîùàäü 31ì2, â êîìíàòàõ íîâûå ðàäèàòîðû, ïëàñòèêîâûå îêíà","2",49,"467.",53000,8,9,"Plavnieki","Slavu 23","Slavu"
"Plass 4-istabu dzivoklis ar balkonu netalu no veikala ""Minska"",","4",75,"602.",72000,7,9,"Purvciems","Dzelzavas 23","Dzelzavas"
"Saimnieks pardod 1.istaba dzivokli par 41000e. 

Maklerus ludzu","1",34,"Cehu pr.",41000,11,12,"Krasta"," Kojusalas 19","Kojusalas"
"Pardodam 3 ist. dzivokli jaunaja projekta. 

Divas istabas izole","3",65,"Jaun.",120000,1,5,"Kengarags","Bultu 2","Bultu"
"Projekta Parker's attistitajs pardod tris istabu dzivokli Rigas","3",82,"Jaun.",261400,2,7,"Centrs","Valdemara 41","Valdemara"
"Elegants dzivoklu eku projekts Parker's pasa Rigas centra sirdi.","4",120,"Jaun.",352800,5,7,"Centrs","Valdemara 41A","Valdemara"
"Ñîáñòâåííèê ïðîäàåò äâóõýòàæíóþ êâàðòèðó â öåíòðå Ðèãè. Åñòü âñå","2",36,"P. kara",24900,2,2,"Centrs","Matisa 113","Matisa"
"Êîìíàòû èçîëèðîâàííûå. Ïîìåíÿíû îêíà è áàòàðåè. Æåëåçíàÿ äâåðü.","2",49,"467.",47000,6,9,"Mangali","Viestura pr. 14","Viestura"
"Ïðîäà¸ì êâàðòèðó â ñïåöïðîåêòå. 

Äîì êèðïè÷íî-ïàíåëüíûé. 

Áåç","3",68,"Specpr.",66000,1,5,"Teika","Ropazu 5","Ropazu"
"Â ïîäúåçäå ñäåëàí ðåìîíò. 

Êîììóíàëüíûå ïðèìåðíî 25-30 åâðî.","2",20,"P. kara",11000,1,3,"Sarkandaugava","Priezu 14","Priezu"
"Pardodu 2istabu dzivokli. Kopeja platiba 50kvm. Labiekartots pag","2",50,"P. kara",60000,1,2,"Centrs","Tallinas 57","Tallinas"
"Pardodu gaisu un loti siltu dzivokli Hruscova laika maja, zeme z","2",43,"Hrusc.",54500,4,5,"Sampeteris-Pleskodale","Volguntes 27","Volguntes"
"Ïðîäà¸òñÿ áëàãîóñòðîåííàÿ, ñâåòëàÿ, 2-êîìíàòíàÿ êâàðòèðà, íå óãë","2",50,"LT proj.",53000,3,5,"Ilguciems","Lidonu 9","Lidonu"
"Pardodu 2 istabu dzivokli 602. serija, 1. stavs, visas ertibas,","2",50,"602.",41900,1,9,"Plavnieki","Saharova 5","Saharova"
"Renoveta koka arhitekturas perle Artilerijas iela 71.



Tiek pa","2",46,"Renov.",86640,2,2,"Centrs","Artilerijas 71","Artilerijas"
"3 istabu dzivoklis: 1 caurstaigajama, 2 necaurstaigajamas istaba","3",67,"LT proj.",70000,2,5,"Mezciems","Eizensteina 17","Eizensteina"
"Loti plass, majigs 3 istabu dzivoklis. Klusa rajona, blakus bern","3",62,"LT proj.",60000,5,5,"Purvciems","Nicgales 17","Nicgales"
"Ipasnieks pardod majigu, gaisu divu istabu dzivokli ar balkonu,","2",45,"LT proj.",48000,5,5,"Teika","Ieriku 37","Ieriku"
"Dzivoklis atrodas monolita maja. 



Maja atrodas strategiski iz","2",58,"Specpr.",68000,3,18,"Purvciems","Madonas 21","Madonas"
"Ïðîäàþ ïðîñòîðíóþ è êðàñèâóþ 4-êîìíàòíóþ êâàðòèðó 119 ñåðèè. 

Ê","4",92,"119.",99000,5,10,"Zolitude","Biezina 3","Biezina"
"Pardodu 2 istabu dzivokli, pakesu logi, metala durvis, otras iee","2",44,"LT proj.",51000,5,5,"Jugla","Murjanu 34","Murjanu"
"Plass un gaiss 3 istabu dzivoklis. Erts planojums ar parsteidzos","3",70,"103.",83500,4,5,"Mezciems","Bikernieku 220","Bikernieku"
"Ïðîäàåòñÿ ýêñêëþçèâíàÿ 4-êîìíàòíàÿ êâàðòèðà â íîâîì æèëîì ïîñåëê","4",139,"Jaun.",208000,4,4,"Mezciems","Bikernieku 126","Bikernieku"
"Ipasnieks pardod Maza Lubanas iela 17 mura-koka maja viens pie o","2",43,"Specpr.",22450,1,2,"Krasta"," Lubanas 17","Lubanas"
"Pardosana plass, silts divistabu dzivoklis ar loti labu lokacija","2",50,"467.",53900,3,9,"Krasta"," Zilupes 16","Zilupes"
"Ýêñêëþçèâíàÿ, êàïèòàëüíî îòðåìîíòèðîâàííàÿ 3-êîìíàòíàÿ êâàðòèðà","3",78,"Jaun.",135000,2,16,"Imanta","Kleistu 11/1","Kleistu"
"Ïðîäàþ 2õ êîìíàòíóþ êâàðòèðó â òèõîì ìåñòå. Êâàðòèðà 54 m2, ñäåë","2",54,"Specpr.",16000,1,1,"Voleri","Daugavgrivas s. 17","Daugavgrivas"
"Ïðîäàåòñÿ êâàðòèðà â êèðïè÷íîì äîìå. 



Ñäåëàí ðåìîíò. 



Óñòà","1",31,"Hrusc.",29900,5,5,"Sarkandaugava","Tvaika 54 k-1","Tvaika"
"Tiek pardots 4-istabu dzivoklis ar jumta terasi projekta ""Dignaj","4",195,"Jaun.",265000,6,6,"Ziepniekkalns","Dignajas 3B","Dignajas"
"Pardod gaisu, siltu 3.istabu 56.m<U+00B2> dzivokli laba stavokli 5.stav","3",56,"Hrusc.",63500,5,5,"Sampeteris-Pleskodale","Volguntes 21","Volguntes"
"Ïðîäàþ êâàðòèðó ìåæäó äâóõ îç¸ð. 

Æåë. äâåðü, ñòåêëîïàêåòû. 

Ò","2",45,"LT proj.",49000,3,5,"Jugla","Veldres 1","Veldres"
"Pardodu gaisu siltu un saulainu dzivokli Pardaugava, Dzirciema,","3",61,"LT proj.",60000,5,5,"Dzeguzkalns","Tapesu 53","Tapesu"
"Ipasnieks pardod 3 istabu dzivokli ar labu infrastruturu. Blakus","3",68,"Jaun.",98000,4,8,"Purvciems","Braslas 27","Braslas"
"Ir apnikusi gulamrajonu burzma un kaimini skatas logos? Vakaros","3",87,"Jaun.",123000,2,5,"Skirotava","Gravas 17","Gravas"
"Plass un gaiss 3 istabu dzivoklis. Erts planojums ar parsteidzos","3",70,"103.",83500,4,5,"Breksi","Bikernieku 220","Bikernieku"
"Ñîãëàñîâàííàÿ ïåðåïëàíèðîâêà, ñâåæèé êà÷åñòâåííûé ðåìîíò, õîðîøå","2",43,"Hrusc.",55000,5,5,"Ilguciems","Grivas 21","Grivas"
"Ebelmuizas iela 20 - jauna adrese. 



Zeme ipasuma. 



Dzivokl","2",50,"602.",57000,8,9,"Ziepniekkalns","Valdeku 54 k-3","Valdeku"
"Zeme zem majam ipasuma .Izoletas istabas, bez balkona, vajadzigs","2",44,"Hrusc.",45500,1,5,"Agenskalns","Kalnciema 1/1","Kalnciema"
"Pardod siltu un majigu 3 istabu dzivokli, laba atrasanas vieta (","3",60,"LT proj.",55900,5,5,"Agenskalns","Gregora 6","Gregora"
"Tiek pardots plass vienistabas dzivoklis ar lielu lodziju. Metal","1",43,"M. gim.",32000,5,5,"Vecmilgravis","Melidas 1","Melidas"
"Tiek pardots trisistabu dzivoklis ar augstas klases remontu, lot","3",59,"LT proj.",85000,2,5,"Jugla","Kveles 35","Kveles"
"Îäíî èç ëó÷øèõ ðàñïîëîæåíèé â Ìåæöèåìñå, 4 ýòàæ èìååòñÿ ëèôò. Õî","1",33,"602.",42000,4,9,"Mezciems","Hipokrata 19","Hipokrata"
"Ziepniekkalna centra remontejams divu istabu dzivoklis



+ Zeme","2",48,"Hrusc.",39000,5,5,"Ziepniekkalns","Valdeku 15","Valdeku"
"Pardosana plass, erts dzivoklis teicama stavokli. Nav nepieciesa","3",122,"Specpr.",99000,6,6,"Sampeteris-Pleskodale","Irlavas 20","Irlavas"
"1989.g. celta kiegelu eka Vecrigas sirdi  dzivoklis ar balkonu","2",64,"Specpr.",115000,4,6,"Vecriga","Valnu 35","Valnu"
"Pardod trisistabu dzivokli apzalumota Juglas apkaime pie viena n","3",59,"Hrusc.",55000,1,5,"Jugla","Malienas 64","Malienas"
"Pardod divistabu dzivokli Imanta. Pie majas ir stavvietas. Ar ko","2",51,"602.",50000,8,9,"Imanta","Zentenes 20","Zentenes"
"Beletaza (augstais pirmais stavs ) Loti gaiss un saulains dzivok","3",92,"Jaun.",138000,2,9,"Purvciems","Zagatu 13","Zagatu"
"Pardodu nelielu dzivokli ar iesaktu remontu. Sakara ar dzives ap","1",18,"M. gim.",7500,4,4,"Skirotava","Maleju 4a","Maleju"
"Steidzami tiek pardots 2-istabas dzivoklis. 



Zemi komunalie m","2",47,"P. kara",98000,3,3,"Agenskalns","Auces 3","Auces"
"3 - istabu dzivoklis, jaunaja lietuviesu projekta. 



Nepiecies","3",66,"LT proj.",56900,5,5,"Imanta","Kleistu 6","Kleistu"
"Zeme ipasuma, dzivoklis - dzivokla ipasums. 



Gazes Apkure.","2",44,"P. kara",47000,2,3,"Maskavas priekspilseta","Kalupes 12","Kalupes"
"Avalon Rezidence - jaunais projekts nodots ekspluatacija 2006.","4",87,"Jaun.",195000,2,6,"Centrs","13. janvara 21","13. janvara"
"Erihs Gustavs fon Betihers, arhitekts namam, kas celts 1911.gada","4",78,"P. kara",119000,4,5,"Centrs","Bruninieku 47","Bruninieku"
"Pardod plasu studio 1 istabas dzivokli Purvciema lieliska vieta,","1",49,"Jaun.",79000,3,9,"Purvciems","Stirnu 1","Stirnu"
"Çåìëÿ â ñîáñòâåííîñòè. 



Óçàêîíåííàÿ ïåðåïëàíèðîâêà - ñòóäèÿ +","2",50,"467.",53000,9,9,"Kengarags","Maskavas 216","Maskavas"
"Pardosana 2-istabu dzivoklis ar lodziju apzalumota rajona, netal","2",52,"602.",43000,3,9,"Vecmilgravis","Sarmas 7","Sarmas"
"Agenskalna vesturiskaja centra  Maza Nometnu iela 17a  renovet","2",43,"Renov.",83125,1,3,"Agenskalnsm"," Nometnu 17 A","Nometnu"
"Erts, gaiss divistabu dzivoklis. Bija veikts kapitalais remonts,","2",50,"P. kara",60000,1,6,"Centrs","Brivibas 148","Brivibas"
"Terase. Panoramas skats. Interesants mansardtipa dzivoklis ar li","4",135,"P. kara",249000,6,6,"Centrs","Valdemara 71","Valdemara"
"Divlimenu dzivoklis ar baseinu un pirti - Centra. Labs planojums","5",130,"P. kara",130000,1,6,"Centrs","Brivibas 159","Brivibas"
"Terase, gazes apkure. 

Jauks 2-limenu mansardtipa dzivoklis. Dz","4",129,"P. kara",247000,6,6,"Centrs","Rupniecibas 16","Rupniecibas"
"Rigas centra, Kr. Valdemara iela 71 tiek pardots 2 limenu dzivok","4",125,"P. kara",249000,6,6,"Centrs","Valdemara 71","Valdemara"
"Ipasnieks pardod ekonomisku, siltu un saulainu dzivokli. 



Dzi","1",22,"P. kara",28000,2,2,"Ciekurkalns","Ciekurkalna 2. l. 67","Ciekurkalna"
"Pardosana 2-istabu dzivoklis apzalumota rajona, netalu no Nordek","2",46,"Hrusc.",55850,1,5,"Dzeguzkalns","Dagmaras 9","Dagmaras"
"Piedavajuma kompakts 2 istabu dzivoklis Centra. Erts planojums -","2",35,"P. kara",54800,6,6,"Centrs","Gertrudes 99","Gertrudes"
"Pirksanai tiek piedavats studio tipa dzivoklis ar ieksejo apdari","1",22,"Renov.",23540,2,2,"Plavnieki","Rencenu 16","Rencenu"
"Piedavajam plasu tris istabu dzivokli Kengaraga ar divam izoleta","3",54,"Hrusc.",54000,5,5,"Kengarags","Aglonas 29","Aglonas"
"Ïðîäàþ ñîëíå÷íóþ êâàðòèðó ñ îêíàìè âûõîäÿùèìè íà ôàñàä â êàìåííî","3",81,"P. kara",112770,2,5,"Centrs","Stabu 45","Stabu"
"Ïðîäàþ ñîëíå÷íóþ êâàðòèðó íà âòîðîì ýòàæå ñ îêíàìè âûõîäÿùèìè íà","5",143,"P. kara",199500,2,5,"Centrs","Stabu 45","Stabu"
"Ïðîäàþ èíòåðåñíóþ, ñîëíå÷íóþ, óþòíóþ êâàðòèðó ñ îêíàìè âûõîäÿùèì","2",57,"P. kara",82000,5,5,"Centrs","Stabu 45","Stabu"
"Divistabu dzivoklis klusa vieta ar apzalumotu pagalmu, tikai 100","2",49,"Hrusc.",57900,2,3,"Teika","Starta 24","Starta"
"Ïðîäàåòñÿ îòëè÷íàÿ êâàðòèðà, òèõèé öåíòð, îòëè÷íîå ìåñòîðàñïîëîæ","3",80,"P. kara",232000,4,5,"Centrs","Ausekla 3","Ausekla"
"Ipasnieks pardod saulainu, gaisu un siltu 1-istabu dzivokli. 

-","1",35,"602.",41000,4,9,"Plavnieki","Deglava 152","Deglava"
"Plass mansarda dzivoklis Rigas centra, Avotu ielas sakuma, slave","4",194,"P. kara",153000,5,5,"Centrs","Avotu 7","Avotu"
"Uz Valdemara ielas pardosana ir perspektivs ipasums mansarda sta","1",204,"P. kara",45000,6,6,"Centrs","Valdemara 79/81","Valdemara"
"Ipasniece pardod trisistabu dzivokli Ciekurkalna 1. linija 25, 2","3",55,"P. kara",61000,2,2,"Ciekurkalns","Ciekurkalna 1. l. 25","Ciekurkalna"
"Pardod siltu 2 istabu dzivokli Daugavgriva netalu no juras. Dziv","2",53,"Specpr.",37000,1,5,"Daugavgriva","Parades 6","Parades"
"Saimnieks pardod gaisu un plasu vienistabu dzivokli pec kapitala","1",36,"Specpr.",42000,9,9,"Sarkandaugava","Viestura pr. 49","Viestura"
"Lifts. Pardod 4(+1 maza istaba) istabu dzivokli Brivibas iela 39","4",118,"Renov.",143000,2,6,"Centrs","Brivibas 39a","Brivibas"
"Gaiss 3-istabu dzivoklis ar lodziju, kas sastav no tris izoletam","3",71,"104.",74500,3,12,"Purvciems","Brantkalna 9","Brantkalna"
"Pardosana 3-istabu dzivoklis ar lodziju, blakus 86.vsk. Tas sast","3",63,"602.",67000,1,9,"Plavnieki","Rudens 12","Rudens"
"Pardod gaisu trisistabu penthous dzivokli Zolitude. Dzivokla cen","3",151,"Jaun.",210000,6,6,"Zolitude","Zolitudes 75","Zolitudes"
"Pasa Rigas centra piedavajam iegadaties plasu un gaisu dzivokli","3",147,"Renov.",320000,6,7,"Centrs","Gertrudes 23","Gertrudes"
"2-istabu dzivoklis laba stavokli, mainiti logi, gridas, istabas","2",49,"467.",46000,1,9,"Mangali","Viestura pr. 16","Viestura"
"Pardodam plasu divistabu dzivokli ar stavvietu slegta teritorija","2",59,"Stalina",45000,1,2,"Sampeteris-Pleskodale","Baseina 2a","Baseina"
"Kapitali izremontets vienistabas dzivoklis ar gazes apkuri. Dziv","1",30,"P. kara",69950,2,2,"Kipsala","Zvejnieku 3","Zvejnieku"
"Ipasnieks pardod plasu un saulainu divu istabu dzivokli. 



Dzi","2",49,"467.",53500,3,9,"Krasta"," Salacas 32","Salacas"
"Çàñòðîéùèê ïðåäëàãàåò äâóõóðîâíåâóþ 3-õ êîìíàòíóþ

êâàðòèðó â ïî","3",108,"Renov.",253310,5,6,"Centrs","Birznieka-Upisa 10A","Birznieka"
"The developer offers a spacious two-level two-room apartment in","2",69,"Renov.",169295,5,6,"Centrs","Birznieka-Upisa 10A","Birznieka"
"Plasa terase un pilna kvalitativa apdare dzivoklim prestiza Vies","3",95,"Jaun.",240000,4,7,"Centrs","Rupniecibas 50","Rupniecibas"
"Prestiza Viesturdarza rajona, dzivoklis ar pilnu, kvalitativu ap","3",71,"Jaun.",180000,4,7,"Centrs","Rupniecibas 50","Rupniecibas"
"Prestiza Viesturdarza rajona, dzivoklis ar pilnu, kvalitativu ap","3",80,"Jaun.",2e+05,4,7,"Centrs","Rupniecibas 50","Rupniecibas"
"Ïðîäàåòñÿ óþòíàÿ 1-êîìíàòíàÿ êâàðòèðà ñ âûñîêèìè ïîòîëêàìè (2, 8","1",20,"P. kara",19999,1,1,"Sarkandaugava","Patversmes 5","Patversmes"
"Pardod dzivokli ar praktisku planojumu un ar skaistu skatu uz Im","3",67,"Specpr.",95280,13,16,"Imanta","Kleistu 2","Kleistu"
"Ipasnieks pardod majigu, loti laba stavokli 2-istabu dzivokli Pa","2",68,"Jaun.",108000,5,25,"Sampeteris-Pleskodale","Lielirbes 11","Lielirbes"
"Pardod trisistabu dzivokli, 12.stava, projekta Skanstes Virsotne","3",86,"Jaun.",173000,12,24,"Centrs","Skanstes 29a","Skanstes"
"Ðåçåðâàöèÿ â ïðîåêòå ""Harmonija"". Óæå ãîòîâà Demo êâàðòèðà. 

""H","2",46,"Jaun.",79500,3,3,"Aplokciems","Krapes 8","Krapes"
"Ðåçåðâàöèÿ êâàðòèðû ñ îòäåëüíîé òåððàñîé â ïðîåêòå ""Harmonija"".","2",57,"Jaun.",85300,1,3,"Aplokciems","Krapes 8","Krapes"
"Pardod labiekartotu , mebeletu dzivokli , individuala gazes apku","2",53,"P. kara",65000,2,5,"Centrs","Lienes 9","Lienes"
"Attistitajs pardod 2. istabas dzivokli renoveta maja Wielona Nam","2",43,"P. kara",67000,1,5,"Maskavas priekspilseta","Vilanu 14","Vilanu"
"Pardod jaunu dzivokli, mebelets, aprikots ar jaunu, musdienigu,","3",59,"Jaun.",145000,3,4,"Centrs","Meness 22","Meness"
"2-istabu dzivoklis klusaja zalaja rajona ar attistitu infrastruk","2",42,"Hrusc.",45000,3,5,"Purvciems","Vaidavas 2","Vaidavas"
"Attistitajs pardod 1. istabas dzivokli renoveta maja Wielona Nam","1",31,"P. kara",41200,4,5,"Maskavas priekspilseta","Vilanu 16","Vilanu"
"Tris istabu dzivoklis, ar aizstikl. lodziju 602. serijas maja.","3",63,"602.",72500,3,9,"Mezciems","Druvienas 36","Druvienas"
"Majigs 2istabu dzivoklis ar balkonu pie pasas promenades Kengara","2",45,"Hrusc.",50000,3,5,"Kengarags","Maskavas 258/5","Maskavas"
"Ïðîäà¸òñÿ áîëüøàÿ 3-õ êîìíàòíàÿ êâàðòèðà 69.4 êâ. ì. Êâàðòèðà â","3",70,"LT proj.",67000,2,5,"Imanta","Zentenes 11","Zentenes"
"Âëàäåëåö ïðîäàåò ìåáåëèðîâàííóþ ïîä îôèñ êâàðòèðó ñ ïàðêîâî÷íûì","3",106,"Jaun.",235000,2,6,"Centrs","Republikas laukums 3","Republikas"
"Âëàäåëåö ïðîäàåò ñîëíå÷íóþ òåïëóþ è óþòíóþ êâàðòèðó ñ äâóìÿ èçîë","2",59,"119.",80000,6,9,"Purvciems","Ilukstes 34","Ilukstes"
"Pardodu vai mainu uz citu vietu (Teika, Purvciems, Sarkandaugava","1",28,"LT proj.",35000,1,5,"Vecmilgravis","Meldru 24","Meldru"
"Tiek pardots studio tipa dzivoklis ar tikko veiktu remontu, piln","1",20,"P. kara",16800,1,2,"Grizinkalns","Zvaigznu 15a","Zvaigznu"
"Ïðîäàþ 2óõ êîìíàòíóþ êâàðòèðó. Íå óãëîâàÿ. Îáõîçÿéñòâîâàíèå Dzib","2",41,"602.",62200,4,9,"Imanta","Dammes 34","Dammes"
"Kiegelu mura maja. Kompakts dzivoklis ar ertibam. Dubultu pakesu","1",30,"P. kara",26700,2,3,"Ciekurkalns","Gaujas 37a","Gaujas"
"Ipasnieks pardod vienistabas dzivokli astonu dzivoklu mura-koku","1",40,"Specpr.",14000,1,2,"Sarkandaugava","Hapsalas 9","Hapsalas"
"Ipasnieks pardod plasu saulainu 5-istabu dzivokli trisstavu maja","5",123,"Renov.",148000,3,3,"Jugla","Silciema 15","Silciema"
"Kiegelu mura maja, laba vieta, centra, blakus izpilddirekcijai.","1",33,"P. kara",27900,2,3,"Maskavas priekspilseta","Jekabpils 16","Jekabpils"
"Tiekt pardod cetru istabu dzivokli 467. serija, Purvciems, ar ba","4",77,"467.",78500,5,9,"Purvciems","Staiceles 11","Staiceles"
"Ekskluzivs, gaiss un majigs dzivoklis elitara, renoveta jugendst","4",139,"P. kara",260000,2,5,"Centrs","Gertrudes 30","Gertrudes"
"Tikko pec kapitala remonta ar gazes apkuri un zemiem komunaliem","3",60,"P. kara",104500,4,4,"Centrs","Matisa 68","Matisa"
"Ekskluzivs tris-istabu dzivoklis ar augstiem griestiem un plasu","3",67,"Stalina",86400,2,2,"Jugla","Vangazu 25","Vangazu"
"Ò¸ïëàÿ, ñîëíå÷íàÿ êâàðòèðà. Ïðîäà¸ò ñîáñòâåííèê. Ðÿäîì øêîëà, ìà","2",44,"Hrusc.",29000,5,5,"Sarkandaugava","Sarkandaugavas 26/3","Sarkandaugavas"
